1900	13311	50	13312	50	13313	50

#RUNNING PREPARE
1903	13121	40	13222	40	13223	40
1902	13111	40	13212	40	13213	40
#JUMP WALK
2001	13417	100
2000	13413	100

#JUMP RUN
2101	13427	100
2100	13423	100
#SIT RIGHT & LEFT 
2201	13521	100
2200	13511	100
#BRACE RIGHT & LEFT 
2301	13611	100
2300	13621	100
#HOLD RIGHT LEFT
2311	13721	100	13722	100	13723	100
2310	13711	100	13712	100	13713	100
#KICK RIGHT LEFT
2321	13821	100
2320	13811	100
#SHOOT
2331	13921	100
2330	13911	100
#HOLD IDLE
2341	13721	100
2340	13711	100
#HOLD JUMP RIGHT LEFT
2351	13726	100
2350	13716	100
###################TAIL#################

2401	14121	100
2400	14111	100

#WALKING RIGHT & LEFT 
2501	14121	100	14222	100	14223	100
2500	14111	100	14212	100	14213	100

#RUNNING RIGHT & LEFT
2601	14321	50	14322	50	14323	50
2600	14311	50	14312	50	14313	50
#RUNNING PREPARE
2603	14121	40	14222	40	14223	40
2602	14111	40	14212	40	14213	40
#JUMP WALK
2701	14417	100
2700	14413	100

#JUMP RUN
2801	14427	100
2800	14423	100
#SIT RIGHT & LEFT 
2901	14521	100
2900	14511	100
#BRACE RIGHT & LEFT 
3001	14611	100
3000	14621	100
#ATTACK
3100	14631	100	14632	100	14633	100

#FLY_LEFT
3200	14423	100	14424	100	14425	100
#FLY_RIGHT
3300	14427	100	14428	100	14429	100

#HOLD RIGHT LEFT
3011	14721	100	14722	100	14723	100
3010	14711	100	14712	100	14713	100
#KICK RIGHT LEFT
3021	14821	100
3020	14811	100
#IDLE HOLD
3041	14721	100
3040	14711	100
#JUMP HOLD RIGHT LEFT
3051	14726	100
3050	14716	100
#FLY DOWN RIGHT LEFT
3061	14223	100	14741	100
3060	14213	100	14740	100

3401	11121	100	12121	100
3400	11111	100	12111	100
